,crop_name,soil_type,crop_age_days,day_of_year,temperature_C,humidity_%,rainfall_mm,effective_rainfall_mm,solar_radiation_MJ_m2_day,wind_speed_m_s,field_capacity_%,wilting_point_%,soil_moisture_%,reference_evapotranspiration_ET0_mm_day,crop_coefficient_Kc,application_efficiency_%,root_zone_depth_m,available_water_content_mm_per_m,irrigation_interval_days,p_fraction,irrigate,irrigation_amount_m3
5858,Maize,Loamy,93,137,23.62,45.19,0.37,0.23,17.36,2.98,32.62,18.19,24.83,2.0,0.787,78.57,0.544,156.13,8,0.399,1,196.8593
9343,Wheat,Sandy,43,343,18.95,47.91,1.32,1.01,23.69,4.94,24.67,10.34,15.86,2.536,0.994,86.87,0.467,143.33,7,0.318,1,211.3975
3991,Maize,Sandy,91,262,24.77,85.97,8.49,5.53,26.04,3.91,27.63,8.58,23.68,2.0,0.809,86.28,1.141,134.0,9,0.371,0,0.0
6079,Rice,Sandy,84,262,15.08,91.3,5.21,4.18,28.73,4.71,25.1,9.85,12.22,2.03,0.936,69.22,0.321,103.17,1,0.402,1,218.9948
1559,Tomato,Sandy,38,350,15.9,50.24,5.15,2.1,22.41,0.99,21.82,11.95,14.24,2.0,0.922,77.32,0.667,146.84,9,0.493,1,255.0052
4682,Maize,Silty,67,112,29.12,41.4,3.15,2.19,15.56,1.79,31.91,13.43,24.37,2.0,1.073,68.3,1.09,134.01,3,0.42,1,67.9896
7557,Wheat,Clayey,30,327,28.29,60.28,1.89,1.4,17.1,0.71,42.17,23.33,32.86,2.0,0.89,72.1,0.321,158.67,7,0.486,1,154.7556
3772,Wheat,Clayey,5,113,32.53,44.62,1.95,1.02,28.58,3.8,40.99,20.13,31.96,3.478,0.39,65.09,0.583,170.45,1,0.587,1,41.4528
8779,Rice,Loamy,6,119,21.38,89.8,3.11,2.11,29.34,1.9,37.32,15.19,31.58,3.034,0.534,82.22,0.82,167.53,4,0.504,0,0.0
3457,Maize,Clayey,69,361,27.3,35.14,5.66,5.64,8.71,2.72,35.51,19.79,29.4,2.0,1.051,66.41,0.896,161.47,6,0.307,1,306.8091
8383,Tomato,Sandy,86,78,20.54,83.86,8.24,6.61,25.27,2.29,24.45,9.75,16.45,2.0,0.809,60.13,1.035,122.2,1,0.507,1,640.8482
1354,Rice,Sandy,111,191,24.37,31.4,0.35,0.24,29.79,4.26,22.53,10.96,14.68,2.764,0.63,83.3,0.325,177.98,3,0.487,1,117.6728
45,Wheat,Sandy,72,147,22.06,48.67,13.02,6.03,8.02,0.56,23.85,13.1,23.31,2.0,0.808,62.27,0.611,159.16,6,0.353,0,0.0
9872,Rice,Clayey,99,282,31.99,73.06,3.53,2.31,26.52,1.34,36.63,20.06,24.0,2.814,0.8,70.96,0.683,179.03,8,0.502,1,501.1792
748,Maize,Silty,96,303,18.08,30.48,4.98,2.26,28.35,3.23,32.87,12.43,15.35,2.182,0.754,80.06,0.736,157.74,6,0.54,1,610.1206
7917,Tomato,Clayey,57,32,19.08,74.13,8.85,4.26,21.39,2.41,42.32,24.27,32.34,2.0,1.034,67.91,0.962,176.77,4,0.545,1,525.3074
4241,Tomato,Loamy,63,213,19.59,36.7,0.75,0.68,17.89,3.17,31.4,19.13,29.13,2.0,0.988,84.9,0.806,172.15,6,0.359,0,0.0
5628,Wheat,Silty,52,349,31.04,69.83,1.86,0.86,13.0,4.29,25.5,12.06,23.44,3.521,1.028,76.99,0.357,150.08,10,0.512,0,0.0
4657,Rice,Silty,61,19,19.91,90.96,2.69,1.45,16.28,4.24,26.13,17.54,25.03,2.0,1.145,88.31,0.504,176.7,1,0.319,0,0.0
4238,Wheat,Silty,1,254,34.17,68.05,5.9,3.95,11.47,4.14,30.34,17.06,22.63,2.453,0.3,81.14,0.543,105.18,1,0.441,1,195.2454
3460,Wheat,Silty,18,182,26.83,62.58,0.7,0.36,26.94,4.4,34.33,15.03,26.6,3.329,0.754,88.44,0.439,122.34,4,0.311,1,151.5931
7381,Tomato,Clayey,102,94,30.29,48.55,1.4,0.92,11.61,4.17,43.86,18.24,34.01,3.199,0.63,83.93,0.403,144.22,6,0.33,1,165.9266
5549,Rice,Sandy,102,316,34.72,60.63,1.69,0.81,20.53,4.96,29.51,8.4,14.39,2.969,0.773,69.25,0.6,82.2,9,0.397,1,582.3314
7075,Wheat,Loamy,87,96,23.34,84.19,0.3,0.28,26.44,4.38,35.06,18.78,28.44,2.233,0.643,88.77,1.046,85.97,5,0.552,0,0.0
5838,Rice,Silty,66,124,24.17,71.96,0.94,0.87,18.81,1.83,27.99,17.83,27.23,2.928,1.1,81.81,0.349,135.84,4,0.581,1,9.038
8091,Rice,Clayey,45,135,33.2,82.95,2.54,2.16,27.92,3.9,39.04,24.13,37.11,2.728,1.12,84.51,0.473,162.51,8,0.348,0,0.0
5474,Rice,Sandy,9,8,28.21,91.29,0.56,0.41,17.91,3.21,29.9,12.8,19.09,3.061,0.602,65.33,0.357,138.06,6,0.391,1,225.7253
3614,Wheat,Clayey,61,86,32.36,45.18,5.68,5.44,23.92,2.03,43.02,20.76,39.51,2.534,0.929,70.31,0.397,99.28,10,0.566,1,12.2302
7501,Wheat,Silty,8,324,21.82,52.49,0.17,0.09,12.78,3.41,33.0,15.61,32.24,2.634,0.474,81.59,0.646,133.54,4,0.474,0,0.0
7053,Maize,Sandy,28,331,17.6,63.6,8.25,6.28,22.9,3.6,20.28,11.37,19.22,2.542,0.855,84.06,0.868,175.09,10,0.6,0,0.0
7367,Rice,Loamy,17,120,15.53,64.49,1.43,1.08,11.71,4.84,38.98,18.05,23.83,2.0,0.781,67.43,1.136,86.31,1,0.365,1,1077.0042
8019,Rice,Loamy,107,180,17.4,83.76,3.85,2.9,14.17,1.93,35.23,19.48,25.05,2.023,0.727,60.96,0.976,162.63,5,0.415,1,621.8305
9638,Wheat,Silty,110,50,15.59,61.07,8.52,5.39,12.47,4.07,33.65,16.69,24.42,2.854,0.45,64.05,0.673,153.36,1,0.356,1,408.1449
9055,Maize,Clayey,39,348,24.07,58.97,5.85,5.72,21.11,4.63,35.99,19.76,23.88,2.437,0.971,85.53,0.946,86.97,10,0.583,1,505.1371
664,Maize,Loamy,25,356,24.21,78.46,1.53,1.06,24.44,3.72,34.83,18.26,25.62,2.411,0.796,60.99,0.915,85.88,1,0.445,1,497.8163
2319,Tomato,Loamy,45,3,32.29,83.86,4.3,2.22,28.74,4.89,35.54,17.39,23.51,3.312,0.975,64.15,0.373,99.32,1,0.453,1,272.4601
3542,Maize,Silty,77,251,23.58,31.59,0.39,0.19,6.28,1.87,29.76,12.92,21.32,2.774,0.963,79.26,0.709,125.51,5,0.474,1,340.8906
3677,Rice,Sandy,53,156,30.02,71.77,2.76,1.12,7.68,1.4,21.8,10.6,19.32,2.165,1.184,79.57,0.895,152.69,7,0.518,0,0.0
9599,Tomato,Loamy,26,357,30.25,84.02,2.31,2.16,5.81,2.18,35.94,18.36,23.3,3.103,0.832,85.02,0.783,156.01,8,0.355,1,454.8195
3091,Rice,Loamy,56,185,33.5,46.81,7.8,4.17,7.78,3.15,37.52,19.45,32.98,2.0,1.191,61.31,0.707,110.31,2,0.475,0,0.0
675,Maize,Loamy,7,156,17.82,61.44,0.64,0.54,7.16,3.89,30.53,19.41,24.17,2.0,0.439,72.25,0.794,110.76,4,0.518,1,261.0784
8676,Wheat,Clayey,116,333,23.88,30.88,12.96,6.1,10.32,1.37,43.9,24.79,34.79,2.047,0.45,80.52,0.48,174.92,2,0.569,0,0.0
4884,Rice,Clayey,42,175,22.19,42.21,3.67,1.52,28.2,2.04,42.99,20.74,33.63,2.372,1.096,74.54,0.978,125.09,3,0.362,1,508.1351
8079,Maize,Loamy,58,185,26.55,83.23,5.0,4.12,12.94,2.35,32.81,18.28,26.2,2.0,1.133,61.18,1.031,109.18,6,0.301,1,498.3375
1962,Rice,Loamy,41,23,36.82,43.32,6.18,2.89,18.26,3.3,30.35,17.98,22.35,2.29,1.088,87.65,0.575,100.77,2,0.408,1,188.8981
1840,Rice,Sandy,28,183,26.24,81.68,1.07,0.44,6.98,4.23,27.14,10.38,18.78,2.498,0.984,76.18,0.78,92.27,7,0.322,1,372.914
7168,Rice,Loamy,72,64,17.88,46.97,0.95,0.66,17.25,2.38,32.01,17.14,25.61,2.0,1.045,77.26,0.509,142.8,10,0.496,0,0.0
9898,Maize,Clayey,80,189,36.88,38.32,5.31,2.76,6.89,4.22,38.19,21.95,33.41,2.942,0.93,87.31,0.487,113.25,7,0.506,0,0.0
3538,Wheat,Clayey,58,25,20.39,58.86,5.05,3.49,23.34,2.27,35.04,24.0,24.98,2.15,0.962,79.84,1.057,170.28,10,0.417,1,566.3188
8026,Maize,Loamy,26,289,21.66,69.9,2.04,1.39,18.07,2.69,37.02,16.69,23.84,2.325,0.816,67.23,0.892,90.27,10,0.329,1,709.8718
4866,Maize,Sandy,92,220,15.74,65.12,3.98,3.42,12.64,1.96,28.67,14.24,23.67,2.0,0.798,71.24,0.379,151.03,6,0.567,0,0.0
4174,Wheat,Sandy,73,311,15.5,38.89,8.43,6.55,15.75,1.1,23.88,14.7,19.98,2.0,0.797,84.04,0.545,163.23,10,0.416,1,91.8669
8088,Wheat,Silty,2,314,22.44,82.7,2.19,1.8,5.66,3.7,25.13,15.66,19.72,2.0,0.306,65.6,0.494,126.91,5,0.527,1,166.0377
4377,Wheat,Clayey,8,149,25.34,55.44,0.6,0.42,24.88,1.78,37.69,19.97,31.79,2.346,0.474,72.91,0.396,177.21,3,0.407,0,0.0
6211,Tomato,Clayey,25,292,19.02,78.94,4.17,3.79,6.59,3.07,42.9,23.75,42.9,2.0,0.825,81.71,0.956,161.24,3,0.482,0,0.0
4766,Tomato,Sandy,55,81,29.42,52.99,5.73,4.09,17.92,4.86,23.38,11.89,14.82,2.56,1.05,86.45,0.485,156.77,10,0.358,1,176.5471
411,Wheat,Clayey,114,222,35.82,91.87,15.44,7.54,24.89,2.11,43.85,20.17,26.85,2.989,0.45,81.09,1.077,173.82,5,0.57,1,880.7977
613,Rice,Silty,90,159,34.87,38.15,1.59,1.17,19.64,4.22,28.84,16.12,16.12,2.993,0.882,87.74,1.171,102.64,8,0.469,1,699.47
6126,Wheat,Sandy,54,34,26.4,72.65,1.5,1.12,18.06,4.75,21.57,10.67,17.78,2.02,1.006,65.86,0.945,128.01,4,0.355,0,0.0
5210,Rice,Loamy,83,288,31.86,86.93,8.44,5.13,7.53,0.62,34.36,19.47,26.86,2.009,0.945,61.22,0.999,121.4,7,0.502,1,494.6714
1430,Maize,Loamy,85,125,19.35,83.88,4.75,3.37,29.0,4.76,35.6,16.38,29.35,2.1,0.875,87.99,1.078,121.04,8,0.599,0,0.0
2425,Tomato,Silty,85,161,35.56,35.99,6.36,3.32,16.71,4.96,31.71,13.55,16.95,3.124,0.817,85.98,0.772,174.47,4,0.391,1,610.3174
8841,Wheat,Silty,74,253,18.26,84.07,0.04,0.02,28.05,4.24,32.55,14.52,15.6,2.377,0.786,64.22,1.082,172.3,6,0.369,1,1289.8108
3833,Rice,Silty,27,21,22.73,42.66,0.94,0.87,22.93,4.11,34.62,15.55,18.37,3.001,0.976,86.52,1.168,179.75,8,0.515,1,911.4307
4718,Wheat,Clayey,63,123,20.26,88.45,0.36,0.18,17.65,3.89,40.12,24.74,26.86,2.557,0.907,61.01,0.375,127.56,5,0.501,1,308.8503
7185,Maize,Silty,18,254,17.26,42.83,0.4,0.3,9.71,1.89,34.85,16.54,23.42,2.0,0.657,76.05,0.849,159.25,6,0.583,1,520.6937
1417,Tomato,Clayey,80,316,23.88,77.8,0.04,0.04,7.66,3.74,41.9,23.67,29.25,2.0,0.856,65.45,0.469,126.06,3,0.589,1,366.8724
7199,Tomato,Sandy,66,238,17.45,33.88,4.34,3.66,11.37,3.56,25.46,11.99,19.85,2.0,0.964,81.9,0.332,162.91,5,0.497,0,0.0
604,Tomato,Clayey,49,62,24.23,41.79,1.62,1.19,19.34,1.94,41.69,22.6,29.11,2.048,1.005,89.22,1.009,126.53,6,0.36,1,602.9182
1272,Tomato,Sandy,63,125,20.32,50.07,1.31,0.88,15.96,2.28,26.91,14.65,24.93,2.0,0.988,73.29,0.901,151.3,7,0.359,0,0.0
3964,Rice,Silty,8,345,36.42,40.61,7.82,6.66,27.87,4.93,25.21,15.08,18.77,2.865,0.579,61.55,1.082,127.02,1,0.534,1,431.6081
6367,Tomato,Clayey,13,211,21.91,93.1,4.17,2.85,11.69,3.13,39.79,19.56,39.79,2.0,0.573,81.49,0.889,103.75,7,0.424,0,0.0
8746,Tomato,Loamy,111,126,24.75,94.23,6.44,3.01,8.02,0.93,35.62,17.51,21.24,2.16,0.63,71.46,0.458,103.82,6,0.423,1,341.2364
247,Maize,Clayey,100,120,33.78,51.18,0.0,0.0,27.27,4.22,41.21,18.15,22.22,3.777,0.71,84.36,0.467,171.46,10,0.355,1,448.1694
9226,Wheat,Sandy,33,96,30.32,44.31,4.86,3.25,28.17,0.54,26.34,9.94,21.75,3.405,0.914,80.38,0.724,168.55,7,0.576,0,0.0
1982,Wheat,Loamy,23,242,16.59,46.88,1.11,0.86,28.5,1.78,32.54,18.68,30.65,3.265,0.834,65.18,0.503,139.8,4,0.594,0,0.0
2835,Tomato,Sandy,54,2,26.26,71.37,0.93,0.75,7.81,4.78,27.65,10.7,17.86,2.0,1.042,85.42,0.819,133.03,3,0.347,1,399.5632
5375,Tomato,Silty,113,360,26.3,59.95,0.39,0.36,17.35,2.84,33.92,13.65,25.16,3.059,0.63,68.08,0.809,169.87,3,0.31,1,358.0719
199,Tomato,Silty,23,274,32.87,82.0,5.26,3.68,9.68,3.8,28.82,14.46,27.6,2.318,0.783,85.69,0.949,101.41,8,0.583,0,0.0
485,Rice,Sandy,75,350,17.93,93.19,1.94,1.41,9.75,3.04,27.87,9.87,20.82,2.0,1.018,70.34,0.839,95.58,5,0.416,1,317.4129
6083,Rice,Clayey,42,261,37.35,64.16,1.2,1.03,5.03,2.62,43.97,22.54,25.84,2.313,1.096,63.58,1.11,150.59,7,0.545,1,1194.1419
8956,Tomato,Loamy,22,256,35.83,92.38,6.78,3.01,21.56,3.16,36.69,16.61,25.02,2.078,0.762,61.61,0.323,125.36,3,0.308,1,243.4383
455,Tomato,Clayey,107,211,17.26,73.58,2.14,1.05,18.85,3.34,38.05,22.65,36.41,2.081,0.63,71.28,0.626,128.83,5,0.576,0,0.0
9798,Maize,Loamy,11,96,29.8,69.91,0.57,0.54,18.2,1.81,34.88,16.57,21.41,2.262,0.518,60.58,0.376,103.58,6,0.52,0,0.0
8826,Tomato,Clayey,67,297,26.41,93.56,0.48,0.3,15.73,1.65,36.22,21.05,25.25,2.685,0.957,80.86,0.938,167.66,9,0.515,0,0.0
6515,Maize,Sandy,111,244,30.96,61.81,1.46,1.15,19.76,3.61,21.22,8.85,18.31,3.14,0.54,81.54,0.498,102.75,8,0.488,1,10.49
1721,Tomato,Sandy,82,102,32.19,88.76,3.13,1.83,24.96,2.97,20.77,8.39,10.84,2.958,0.84,89.75,1.054,93.69,10,0.432,1,487.8325
7050,Maize,Silty,64,118,19.72,50.76,0.87,0.8,29.31,4.11,32.01,16.68,27.06,2.704,1.106,60.32,1.047,112.07,1,0.315,1,326.2955
6382,Wheat,Loamy,33,308,21.43,59.3,1.6,0.82,22.88,3.96,30.48,19.42,26.98,2.061,0.914,81.04,1.158,126.53,7,0.442,0,0.0
8165,Wheat,Sandy,88,329,36.69,46.55,6.85,6.37,15.42,2.65,23.39,10.5,14.98,2.838,0.632,75.9,0.687,145.56,9,0.371,1,311.5794
5767,Tomato,Sandy,77,153,25.35,30.55,1.96,1.51,9.79,1.55,21.85,8.38,11.09,2.0,0.879,87.38,1.014,92.06,3,0.441,1,489.5666
5809,Rice,Loamy,3,20,17.03,92.36,1.05,0.88,24.91,3.41,32.05,17.43,27.08,2.293,0.467,76.1,0.839,100.18,9,0.447,0,0.0
4626,Tomato,Sandy,20,104,19.25,81.83,1.2,1.17,7.8,4.37,28.14,14.77,23.75,2.968,0.72,86.09,0.391,144.2,6,0.405,0,0.0
862,Rice,Sandy,41,156,19.11,92.66,1.47,1.21,14.59,2.58,20.37,8.08,17.54,2.0,1.088,80.11,0.698,90.64,6,0.468,0,0.0
2094,Tomato,Loamy,44,284,26.62,49.74,2.13,1.22,11.76,2.91,37.43,19.15,22.08,2.0,0.967,63.8,0.358,110.17,9,0.516,0,0.0
947,Wheat,Clayey,60,23,30.88,74.71,4.29,3.55,18.09,1.84,36.53,24.59,36.53,2.658,0.94,63.47,0.933,154.37,4,0.418,0,0.0
5641,Wheat,Clayey,99,165,33.45,59.87,2.32,1.9,6.91,3.09,36.32,18.01,27.32,3.049,0.511,73.32,0.927,152.26,5,0.516,1,69.8679
1444,Tomato,Loamy,2,215,32.48,79.59,0.83,0.8,16.81,2.76,34.82,15.5,29.21,3.167,0.342,73.48,0.729,81.67,7,0.342,0,0.0
1280,Rice,Clayey,105,331,29.27,58.47,2.55,1.75,18.93,1.18,37.35,22.74,23.4,2.273,0.745,66.85,0.8,146.95,1,0.436,1,700.9346
3110,Maize,Clayey,80,258,16.7,63.73,5.04,4.69,28.35,3.12,41.81,22.41,23.87,2.247,0.93,78.84,0.541,93.19,1,0.413,1,505.9664
8952,Tomato,Silty,57,154,20.12,86.59,0.85,0.52,16.86,1.87,25.08,16.48,25.08,2.0,1.034,77.06,0.477,111.88,3,0.325,0,0.0
7609,Tomato,Silty,20,67,17.84,59.4,0.83,0.56,29.26,3.22,27.91,13.45,22.6,2.0,0.72,63.51,0.672,163.26,9,0.481,0,0.0
5135,Tomato,Loamy,90,244,24.46,74.05,3.13,2.41,29.09,2.54,33.33,19.72,26.17,2.0,0.778,75.85,0.786,131.31,2,0.403,1,275.2568
3016,Tomato,Sandy,34,160,26.81,32.76,0.06,0.03,5.63,2.37,25.29,9.95,15.52,2.379,0.892,77.19,1.014,179.74,8,0.35,1,508.2856
2302,Tomato,Silty,55,133,25.4,36.36,0.47,0.28,22.85,2.47,33.25,14.13,14.86,2.45,1.05,66.7,0.803,108.32,7,0.351,1,1020.7012
2004,Wheat,Loamy,66,226,37.59,49.16,4.05,3.44,19.87,4.21,36.69,19.67,28.75,2.741,0.874,88.79,0.362,171.86,7,0.358,0,0.0
4580,Tomato,Loamy,21,303,22.57,80.09,7.95,6.77,14.88,2.48,31.85,15.26,21.89,2.0,0.741,86.2,0.626,160.38,3,0.415,1,289.1278
8704,Tomato,Sandy,105,167,25.0,59.93,1.0,0.99,18.15,4.9,21.38,12.68,16.75,2.0,0.63,80.87,0.639,153.71,9,0.333,1,165.981
1005,Maize,Loamy,29,46,20.48,71.87,1.67,1.3,25.23,2.09,31.68,17.92,26.31,2.0,0.875,82.92,0.353,175.31,5,0.452,0,0.0
5138,Rice,Clayey,60,238,19.96,48.99,9.25,6.22,25.46,1.96,36.68,22.78,32.54,2.036,1.155,68.73,0.9,112.94,8,0.354,0,0.0
4317,Rice,Loamy,30,355,17.91,58.97,0.75,0.4,14.84,1.95,32.38,15.24,24.51,2.016,1.0,60.18,0.325,168.01,1,0.364,0,0.0
6558,Maize,Loamy,19,173,31.32,37.86,0.39,0.25,6.71,1.16,34.77,19.33,30.01,2.0,0.677,78.05,0.564,145.02,9,0.447,0,0.0
4387,Tomato,Silty,64,232,30.35,87.98,0.97,0.91,24.75,2.33,29.39,15.1,21.35,3.288,0.98,60.86,0.309,134.65,6,0.469,1,149.2626
2132,Rice,Loamy,6,256,26.13,67.01,0.25,0.1,27.17,2.88,30.89,16.08,20.69,2.267,0.534,84.14,0.468,122.8,2,0.373,1,216.9547
4265,Tomato,Clayey,79,354,31.8,31.83,3.82,3.54,12.41,4.78,44.38,18.37,26.24,3.122,0.863,65.42,0.455,156.55,8,0.303,1,559.7396
2057,Tomato,Sandy,88,240,15.7,68.53,0.57,0.42,26.2,4.28,24.97,10.93,16.73,2.444,0.793,65.01,0.801,126.9,2,0.314,0,0.0
5386,Tomato,Silty,91,358,29.33,30.35,5.57,2.24,16.71,2.42,34.12,14.78,33.38,2.646,0.77,63.82,0.832,138.48,8,0.599,0,0.0
229,Maize,Clayey,56,226,15.01,37.91,3.89,2.88,27.67,4.38,38.74,22.22,33.23,2.122,1.116,61.88,0.448,127.46,4,0.307,1,166.6758
2889,Tomato,Loamy,108,134,29.91,65.72,0.42,0.41,16.87,0.85,33.67,18.2,27.26,2.252,0.63,75.97,0.784,150.09,10,0.445,1,296.9814
4472,Maize,Sandy,68,275,33.0,69.4,1.04,0.91,29.83,0.99,28.8,13.61,14.81,3.058,1.062,85.42,1.125,142.11,5,0.393,1,826.7556
6064,Rice,Clayey,10,301,26.31,40.59,5.26,2.15,20.64,2.96,38.07,20.67,32.43,2.058,0.624,60.05,0.431,136.55,10,0.371,0,0.0
7924,Maize,Loamy,44,6,23.83,91.67,1.1,0.88,11.26,4.97,39.48,18.25,24.29,2.542,1.014,62.88,0.859,123.97,1,0.55,1,965.7271
7649,Maize,Clayey,96,156,29.55,68.65,3.25,2.51,18.04,1.13,40.24,21.84,34.21,2.238,0.754,87.63,0.978,159.12,1,0.484,0,0.0
8381,Tomato,Silty,82,203,36.57,61.83,4.29,3.98,5.16,3.23,31.35,13.58,20.96,2.424,0.84,71.23,1.153,118.83,8,0.446,1,707.6539
209,Maize,Silty,94,247,20.05,43.99,4.4,3.1,27.21,0.85,27.14,16.76,26.07,2.071,0.776,88.12,0.894,97.39,7,0.338,0,0.0
2758,Rice,Sandy,17,247,28.81,33.66,1.93,1.88,10.54,1.51,20.15,10.05,18.84,2.0,0.781,83.62,0.926,87.94,4,0.447,0,0.0
8471,Wheat,Silty,65,331,25.82,86.54,3.16,1.29,28.79,2.26,28.98,16.78,22.01,3.189,0.885,69.71,0.979,133.68,10,0.598,1,382.1665
2948,Rice,Clayey,1,221,20.13,37.3,3.43,1.69,11.4,1.28,36.44,22.52,34.2,2.0,0.422,75.18,0.465,85.09,2,0.376,0,0.0
7116,Maize,Sandy,24,322,33.54,31.2,2.16,1.83,15.37,2.74,22.64,14.04,20.74,2.862,0.776,80.11,0.449,129.85,3,0.48,0,0.0
6330,Rice,Sandy,77,287,30.34,59.23,0.98,0.5,7.39,4.2,27.77,14.07,14.85,2.0,1.0,64.18,0.588,87.52,1,0.435,1,476.6995
1728,Rice,Loamy,50,148,25.69,82.96,2.17,1.4,23.65,2.67,33.62,17.29,30.47,2.685,1.16,81.68,0.95,147.96,10,0.41,0,0.0
4176,Maize,Sandy,61,299,19.42,46.62,8.76,6.27,9.56,3.3,24.52,11.61,23.03,2.0,1.139,87.48,1.061,178.47,10,0.355,0,0.0
337,Tomato,Clayey,39,265,28.3,62.09,5.97,2.77,22.96,3.51,39.56,19.26,23.03,3.057,0.93,62.5,0.851,167.63,2,0.308,1,923.9773
4984,Wheat,Loamy,14,281,29.24,36.64,1.22,0.93,6.33,2.75,30.49,19.41,22.26,2.152,0.642,72.57,0.464,157.3,4,0.596,1,215.9138
6878,Rice,Sandy,60,357,20.49,83.67,0.38,0.24,5.88,1.56,26.51,13.19,23.57,2.0,1.155,86.57,0.819,134.48,4,0.311,0,0.0
7248,Tomato,Silty,74,227,32.78,90.29,0.9,0.57,20.29,3.18,27.4,14.76,16.53,3.919,0.902,87.88,1.066,103.92,8,0.356,1,590.6161
8452,Wheat,Silty,89,113,33.64,57.38,3.07,2.38,26.62,4.7,29.72,12.64,23.06,3.033,0.621,75.28,0.508,81.05,7,0.366,1,178.0771
1226,Tomato,Clayey,74,352,15.46,72.08,0.8,0.51,13.73,0.52,40.76,19.28,24.55,2.0,0.902,80.68,0.89,169.34,1,0.469,1,615.0979
7608,Maize,Clayey,38,153,18.64,66.34,2.46,1.55,12.52,1.14,40.56,23.55,34.54,2.0,0.963,72.95,1.139,127.91,3,0.472,0,0.0
6827,Maize,Sandy,54,139,37.04,52.93,4.27,2.69,26.19,2.12,26.22,9.27,19.82,3.253,1.099,74.75,0.863,164.95,5,0.317,1,327.5199
3540,Rice,Silty,44,109,29.58,62.49,0.27,0.26,22.91,2.1,28.85,14.57,23.98,2.635,1.112,75.45,0.723,138.81,2,0.545,0,0.0
5868,Rice,Clayey,14,39,25.41,69.73,0.17,0.17,9.67,1.99,38.96,18.92,38.5,2.0,0.714,73.39,0.658,81.94,4,0.486,0,0.0
2111,Maize,Silty,60,107,32.66,93.66,6.7,3.13,26.27,0.61,31.19,12.23,14.81,3.426,1.15,63.0,1.146,96.75,6,0.338,1,1255.4399
2691,Maize,Sandy,84,177,23.49,35.2,0.32,0.16,15.69,2.78,28.21,9.89,23.13,2.0,0.886,81.04,0.343,167.97,8,0.411,0,0.0
7153,Maize,Loamy,101,295,22.18,71.17,6.75,4.02,23.19,3.87,34.98,16.26,22.99,2.289,0.699,81.88,1.163,165.05,1,0.354,1,740.3478
3707,Wheat,Sandy,53,269,32.94,85.75,1.88,1.27,20.75,1.19,20.23,9.76,17.55,3.66,1.017,70.86,0.564,104.7,1,0.431,0,0.0
1017,Tomato,Silty,60,32,26.75,51.42,0.18,0.08,17.73,1.95,34.78,16.72,28.1,2.123,1.011,64.7,1.12,132.0,10,0.543,0,0.0
8511,Wheat,Clayey,67,332,35.16,80.08,0.47,0.42,28.94,1.82,40.31,22.39,38.31,3.094,0.863,82.7,0.511,168.77,4,0.504,0,0.0
2807,Tomato,Silty,57,104,37.46,47.17,2.32,1.43,7.04,2.28,25.37,12.42,22.86,2.267,1.034,68.07,0.779,166.92,4,0.418,0,0.0
5015,Maize,Silty,34,33,24.3,70.01,8.13,7.98,10.64,1.76,29.29,13.07,21.1,2.15,0.929,77.17,1.18,96.68,3,0.545,0,0.0
1928,Wheat,Silty,57,136,25.05,31.77,2.0,1.98,7.19,3.91,34.45,15.66,28.37,2.0,0.973,67.7,1.098,127.58,2,0.394,0,0.0
350,Wheat,Loamy,64,324,31.99,78.14,2.01,1.65,23.74,3.31,36.54,16.96,18.47,2.437,0.896,60.01,0.889,163.89,5,0.355,1,1120.7125
5173,Wheat,Silty,72,319,27.12,34.59,3.27,2.36,27.16,4.47,32.99,17.92,23.86,2.99,0.808,82.17,0.725,89.9,2,0.349,1,350.401
4192,Wheat,Clayey,56,346,36.02,50.49,8.68,7.44,27.69,3.76,44.31,18.99,25.85,3.235,0.984,68.14,0.826,166.97,2,0.325,1,895.1204
1934,Tomato,Silty,63,228,17.13,50.36,0.97,0.91,12.61,3.01,31.48,17.54,21.89,2.0,0.988,84.26,0.848,98.96,10,0.318,1,346.1821
6901,Maize,Sandy,101,162,29.03,33.29,3.58,2.01,15.43,4.0,21.67,11.28,16.6,3.13,0.699,62.36,0.383,143.7,1,0.489,1,138.3658
4823,Rice,Loamy,83,361,17.55,79.16,4.05,3.32,8.12,2.21,36.66,17.21,29.24,2.0,0.945,74.71,1.044,133.1,9,0.305,1,364.9282
564,Wheat,Loamy,7,302,22.73,76.39,1.16,1.15,7.52,3.72,31.11,19.69,26.28,2.096,0.446,70.9,1.065,144.83,6,0.536,0,0.0
1582,Maize,Clayey,104,281,20.17,39.82,3.58,3.13,21.7,4.83,39.94,21.92,22.74,2.498,0.666,85.01,0.454,127.54,5,0.3,1,384.8193
4694,Rice,Clayey,84,285,25.05,79.28,9.61,5.93,13.68,0.6,41.68,21.94,38.09,2.703,0.936,61.26,1.173,113.75,5,0.305,0,0.0
2175,Tomato,Loamy,79,336,26.03,86.31,1.83,1.69,10.82,4.18,38.95,17.81,20.25,2.948,0.863,73.5,0.393,177.22,7,0.543,1,395.2875
7028,Wheat,Loamy,68,233,16.64,69.67,2.22,1.28,8.51,1.45,33.39,16.59,19.94,2.0,0.852,61.11,1.005,94.57,5,0.402,1,934.1843
